Timestamp,Steps,Speed,Activity,Displacement
1746661501.275409,0,0,standing,0.0
1746661501.3879113,0,0.027864299978187262,standing,0.0027864299978187265
1746661501.4972672,0,0.06545618299165928,standing,0.009332048296984655
1746661501.6061294,0,0.045409016451882916,standing,0.013872949942172946
1746661501.7153447,0,0.031329967695180816,standing,0.017005946711691027
1746661501.8253982,0,0.07681461327544867,standing,0.024687408039235893
1746661501.9366336,0,0,standing,0.024687408039235893
1746661502.0489106,0,0,standing,0.024687408039235893
1746661502.1568036,0,0.09064653627506772,standing,0.03375206166674267
1746661502.2687016,0,0.09304454509462337,standing,0.043056516176205005
1746661502.377715,0,0.07420597554129163,standing,0.05047711373033417
1746661502.490964,0,0.015875122495853766,standing,0.05206462597991955
1746661502.5996695,0,0.006932400058594787,standing,0.05275786598577903
1746661502.7117517,0,0.10608754570508706,standing,0.06336662055628774
1746661502.8217697,0,0.12998279879029628,standing,0.07636490043531736
1746661502.9345927,0,0.19009974935368493,standing,0.09537487537068585
1746661503.042792,0,0.26897728333680127,standing,0.12227260370436599
1746661503.1518009,0,0.3330838252335572,standing,0.1555809862277217
1746661503.2635775,0,0.3021117205953666,standing,0.18579215828725837
1746661503.3703377,0,0.2625612344818525,standing,0.21204828173544363
1746661503.4786615,0,0.16513581066990235,standing,0.22856186280243387
1746661503.588703,0,0.2593518465268845,standing,0.2544970474551223
1746661503.6983669,0,0.2519648015611291,standing,0.2796935276112352
1746661503.8088777,0,0.3205046650478355,standing,0.3117439941160188
1746661503.919891,0,0.25316901568385575,standing,0.33706089568440434
1746661504.0321386,0,0.3390065908063181,standing,0.37096155476503617
1746661504.1409156,0,0.42143501168655073,standing,0.41310505593369123
1746661504.2520268,0,0.435585203596742,standing,0.45666357629336546
1746661504.363141,0,0.49370618035390323,standing,0.5060341943287557
1746661504.4748526,0,0.5537439465405839,standing,0.5614085889828141
1746661504.5839465,0,0.5110449148309076,standing,0.6125130804659049
1746661504.6939728,0,0.4777187528100587,standing,0.6602849557469108
1746661504.8060036,0,0.5272689099028472,standing,0.7130118467371955
1746661504.9155302,0,0.4583024875753995,standing,0.7588420954947355
1746661505.0257523,0,0.37116756175459087,standing,0.7959588516701945
1746661505.1369011,0,0.27623158437431566,standing,0.8235820101076261
1746661505.2460353,0,0.2839568861284836,standing,0.8519776987204745
1746661505.3570485,0,0.19715361433830036,standing,0.8716930601543045
1746661505.46806,0,0.18734994981365266,standing,0.8904280551356697
1746661505.5795927,0,0.234965800211672,standing,0.9139246351568369
1746661505.6875868,0,0.15413840966396178,standing,0.9293384761232331
1746661505.7970965,0,0.2019325785875144,standing,0.9495317339819845
1746661505.907109,0,0.2425071613251119,standing,0.9737824501144957
1746661506.0185914,0,0.2703449775972788,standing,1.0008169478742235
1746661506.1292887,0,0.35250286328141633,standing,1.0360672342023651
1746661506.2416549,0,0.35525927493560105,standing,1.0715931616959253
1746661506.351164,0,0.3519171769323527,standing,1.1067848793891606
1746661506.4610367,0,0.32285589750427346,standing,1.1390704691395879
1746661506.572346,0,0.3878737189383643,standing,1.1778578410334244
1746661506.682866,0,0.3696994274753246,standing,1.214827783780957
1746661506.792772,0,0.4330987745299849,standing,1.2581376612339554
1746661506.90384,0,0.46362346325521475,standing,1.3045000075594768
1746661507.013987,0,0.3825048646981495,standing,1.3427504940292918
1746661507.121869,0,0.3086670141689603,standing,1.3736171954461878
1746661507.2318864,0,0.3459098834271068,standing,1.4082081837888984
1746661507.3397098,0,0.30465697778986706,standing,1.4386738815678852
1746661507.4497087,0,0.3672910121034083,standing,1.475402982778226
1746661507.5587952,0,0.2966692739562822,standing,1.5050699101738543
1746661507.6691773,0,0.2878691463345735,standing,1.5338568248073117
1746661507.7782493,0,0.29275887013702484,standing,1.563132711821014
1746661507.8898995,0,0.3290647327502661,standing,1.5960391850960407
1746661507.9966364,0,0.24248015822669733,standing,1.6202872009187104
1746661508.1067758,0,0.2933694828054678,standing,1.6496241491992572
1746661508.215161,0,0.24318444220007926,standing,1.673942593419265
1746661508.326589,0,0.14685411599653592,standing,1.6886280050189186
1746661508.43639,0,0.2387742978481038,standing,1.712505434803729
1746661508.5460649,0,0.2977648764904598,standing,1.742281922452775
1746661508.6542094,0,0.20007212573694663,standing,1.7622891350264698
1746661508.762154,0,0.24870411446212157,standing,1.787159546472682
1746661508.8721495,0,0.26751357295385825,standing,1.8139109037680679
1746661508.9809275,0,0.19634855474318177,standing,1.833545759242386
1746661509.0893674,0,0.13544188368315713,standing,1.8470899476107017
1746661509.1998029,0,0.05349158229793666,standing,1.8524391058404954
1746661509.3092084,0,0.030067970516579806,standing,1.8554459028921535
1746661509.4200206,0,0.030915247854680583,standing,1.8585374276776216
1746661509.5310194,0,0.11419955950216804,standing,1.8699573836278385
1746661509.6401408,0,0.06438588443789084,standing,1.8763959720716277
1746661509.7509694,0,0.006297127965432067,standing,1.8770256848681708
1746661509.8624694,0,0.0957601342554344,standing,1.8866016982937142
1746661509.9725132,0,0.16880492612822134,standing,1.9034821909065363
1746661510.083969,0,0.2611586598005903,standing,1.9295980568865954
1746661510.1924322,0,0.16403546304793626,standing,1.946001603191389
1746661510.302551,0,0.09153014313998965,standing,1.955154617505388
1746661510.4105365,0,0.0918050566114566,standing,1.9643351231665336
