timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
209509.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-36.0
209533.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-36.0
209559.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-36.0
209593.0,-0.010132,-1.027466,-0.181885,-1.098633,11.291503,-73.913574,2.0,-2.0,-36.0
209635.0,-0.062622,-0.879883,-0.177612,0.427246,24.04785,-69.519043,1.0,0.0,-33.0
209669.0,-0.136719,-1.145264,-0.212646,-6.225585,22.827147,-57.250973,1.0,0.0,-33.0
209705.0,-0.104614,-0.84314,-0.19812,1.831055,-1.098633,-43.640133,2.0,1.0,-37.0
209740.0,-0.192505,-0.977051,-0.174438,0.610352,-0.12207,-26.855467,2.0,1.0,-37.0
209771.0,-0.22583,-1.011475,-0.162598,1.037598,7.019042,-18.249512,2.0,1.0,-37.0
209803.0,-0.177979,-1.033813,-0.190552,3.540039,10.131835,-10.0708,3.0,1.0,-36.0
209835.0,-0.200806,-0.956665,-0.194702,5.554199,14.892577,-5.249023,3.0,1.0,-36.0
209866.0,-0.187988,-1.029419,-0.190918,5.92041,12.756347,5.432128,3.0,1.0,-36.0
209899.0,-0.18042,-0.976318,-0.203125,5.737304,16.296387,7.690429,3.0,1.0,-36.0
209935.0,-0.182739,-0.912964,-0.219116,2.868652,21.423338,1.525879,3.0,0.0,-41.0
209968.0,-0.139404,-0.974609,-0.202637,-1.159668,26.18408,5.615234,3.0,0.0,-41.0
210003.0,-0.115479,-0.939941,-0.254272,-8.300781,15.686034,-2.197266,4.0,1.0,-37.0
210038.0,-0.153076,-0.997803,-0.197754,-12.878417,17.211914,-6.530761,4.0,1.0,-37.0
210076.0,-0.181885,-0.970581,-0.185913,-15.502929,10.31494,-8.239746,4.0,1.0,-37.0
210108.0,-0.208252,-0.96167,-0.190308,-17.089844,7.446289,-5.126953,2.0,5.0,-36.0
210140.0,-0.193237,-0.997437,-0.122559,-16.845703,9.338379,-3.845215,2.0,5.0,-36.0
210171.0,-0.199219,-0.96228,-0.172607,-17.76123,5.859375,-5.126953,2.0,5.0,-36.0
210203.0,-0.183472,-0.996338,-0.11499,-15.86914,10.986327,-1.586914,1.0,7.0,-32.0
210235.0,-0.208618,-0.963989,-0.141846,-13.549804,10.681151,-2.441406,1.0,7.0,-32.0
210267.0,-0.196899,-1.002686,-0.105225,-11.901855,20.202635,-3.601074,1.0,7.0,-32.0
210299.0,-0.130493,-0.966919,-0.112183,-11.108397,20.874022,-8.422852,2.0,6.0,-38.0
210330.0,-0.209717,-0.990234,-0.116699,-8.544922,-1.342773,-2.685547,2.0,6.0,-38.0
210361.0,-0.214233,-0.983765,-0.102417,-8.483887,5.126953,0.244141,2.0,6.0,-38.0
210395.0,-0.223389,-0.976807,-0.06897,-9.58252,3.662109,1.037598,-2.0,6.0,-33.0
210427.0,-0.223877,-0.966187,-0.065063,-7.324218,3.601074,1.403808,-2.0,6.0,-33.0
210458.0,-0.2229,-1.002319,-0.07605,-4.211426,2.01416,6.16455,-2.0,6.0,-33.0
210489.0,-0.206177,-0.962158,-0.089844,-3.784179,1.403808,6.774902,-2.0,6.0,-33.0
210523.0,-0.206299,-0.980835,-0.06897,1.342773,6.408691,5.676269,-1.0,7.0,-39.0
210554.0,-0.164185,-0.995239,-0.123901,0.183105,3.723144,2.441406,-1.0,7.0,-39.0
210586.0,-0.164673,-0.996094,-0.107666,-4.394531,6.958007,-2.990722,-1.0,7.0,-39.0
210618.0,-0.219727,-0.986938,-0.073608,-7.263183,8.728027,-7.873535,0.0,7.0,-33.0
210649.0,-0.191772,-0.986816,-0.071533,-5.737304,11.535644,-7.202148,0.0,7.0,-33.0
210680.0,-0.212891,-0.971069,-0.055176,-4.02832,10.925292,-7.446289,0.0,7.0,-33.0
210712.0,-0.210205,-0.988892,-0.073608,-2.441406,9.155273,-6.896972,0.0,8.0,-40.0
210744.0,-0.217529,-0.988647,-0.055176,-0.976562,6.713867,-4.943848,0.0,8.0,-40.0
210775.0,-0.221313,-0.974365,-0.084106,-1.037598,8.056641,-5.859375,0.0,8.0,-40.0
210808.0,-0.227417,-0.979126,-0.066772,-1.281738,8.300781,-4.760742,1.0,7.0,-34.0
210839.0,-0.226196,-0.973022,-0.068726,-3.051758,9.216309,-4.638672,1.0,7.0,-34.0
210870.0,-0.206787,-0.97876,-0.071655,-2.319336,1.953125,-4.150391,1.0,7.0,-34.0
210902.0,-0.230347,-0.982666,-0.072266,-0.671387,-2.075195,-1.708984,0.0,8.0,-35.0
210934.0,-0.240356,-0.967529,-0.053833,-0.793457,1.525879,-1.708984,0.0,8.0,-35.0
