timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
687932.0,0.41333,-0.748413,-0.530273,-0.427246,0.244141,0.183105,-26.0,-3.0,-3.0
687967.0,0.412842,-0.749023,-0.53064,-0.427246,0.244141,0.183105,-26.0,-4.0,0.0
687998.0,0.411499,-0.748291,-0.532837,-0.183105,0.427246,0.366211,-26.0,-4.0,0.0
688031.0,0.41748,-0.741943,-0.530396,-0.366211,0.671387,0.366211,-26.0,-4.0,0.0
688064.0,0.408691,-0.753174,-0.530884,0.0,-0.915527,0.305176,-25.0,-3.0,-1.0
688096.0,0.414062,-0.749146,-0.532837,-0.915527,-0.12207,-0.061035,-25.0,-3.0,-1.0
688128.0,0.414307,-0.741943,-0.534302,-0.549316,-0.427246,0.366211,-25.0,-3.0,-1.0
688161.0,0.413208,-0.746826,-0.531738,-0.183105,0.0,0.244141,-25.0,-4.0,0.0
688192.0,0.41333,-0.751831,-0.529785,-0.610352,-0.671387,0.12207,-25.0,-4.0,0.0
688223.0,0.415283,-0.746094,-0.531982,-0.793457,-0.549316,0.0,-25.0,-4.0,0.0
688255.0,0.413696,-0.746948,-0.531616,-0.549316,-0.671387,0.183105,-25.0,-5.0,0.0
688286.0,0.410156,-0.748291,-0.533447,-0.610352,0.0,0.183105,-25.0,-5.0,0.0
688317.0,0.416382,-0.748657,-0.530029,-0.732422,0.366211,0.0,-25.0,-5.0,0.0
688349.0,0.41272,-0.745117,-0.531738,0.061035,0.427246,0.244141,-26.0,-3.0,-1.0
688381.0,0.417725,-0.751587,-0.526978,-0.427246,1.037598,0.12207,-26.0,-3.0,-1.0
688414.0,0.418091,-0.748291,-0.529053,-0.732422,-0.305176,0.061035,-26.0,-3.0,-1.0
688445.0,0.410889,-0.748291,-0.53125,-0.671387,-0.671387,0.12207,-26.0,-3.0,-1.0
688483.0,0.410278,-0.745117,-0.536133,-0.549316,0.488281,0.244141,-25.0,-2.0,1.0
688515.0,0.419067,-0.748169,-0.525269,-0.427246,0.671387,0.183105,-25.0,-2.0,1.0
688547.0,0.413696,-0.75,-0.530518,-0.244141,-0.12207,0.12207,-26.0,-5.0,-4.0
