Timestamp,Steps,Speed,Activity,Displacement,AccelX,AccelY,AccelZ,DetectedActivity,Accuracy,Orientation
1746662370.0425296,0,0,standing,0.0,-0.04452237581528047,-0.036238056736758284,9.866283074272435,initializing,0.0,normal
1746662370.1495552,0,0.0249464388616661,standing,0.00249464388616661,0.038933964162167406,-0.05814570922363047,9.720914544137655,initializing,0.0,normal
1746662370.2615826,0,0.020437541538350715,standing,0.0045383980400016816,0.04176862639523357,-0.013770761174169616,9.878906881663506,initializing,0.0,normal
1746662370.3726084,0,0.10534579729885164,standing,0.015072977769886847,0.06952209629108094,-0.07653121582559781,9.77772425195661,initializing,0.0,normal
1746662370.484635,0,0.14023993554386727,standing,0.029096971324273573,0.015311240223600933,-0.038867431628981014,9.883303568918768,initializing,0.0,normal
1746662370.5916598,0,0.12356527306969596,standing,0.04145349863124317,-0.032181453876112,0.07720590467800656,9.777031529208621,initializing,0.0,normal
1746662370.701686,0,0.11248341077811377,standing,0.052701839709054545,-0.02043432079771805,0.08720688046864342,9.7889563103502,initializing,0.0,normal
1746662370.8117118,0,0.02545176847631256,standing,0.0552470165566858,-0.09277755037858865,0.07493349392607537,9.901989431079064,initializing,0.0,normal
1746662370.9217377,0,0,standing,0.0552470165566858,0.030652676094432507,0.0682467204148672,9.831070953306462,initializing,0.0,normal
1746662371.0337641,0,0.0227738343772816,standing,0.05752439999441396,-0.042629078231324204,-0.08833923258869543,9.842664709722985,initializing,0.0,normal
1746662371.1457705,0,0,standing,0.05752439999441396,0.04970884901479117,-0.06625740187421887,9.804073922863301,standing,100.0,normal
1746662371.257295,0,0,standing,0.05752439999441396,-0.041937070612175914,-0.03778581026764827,9.738354492419989,standing,100.0,normal
1746662371.3668134,0,0,standing,0.05752439999441396,-0.05505215202293943,-0.018887998122824753,9.774548606466638,standing,100.0,normal
1746662371.4768472,0,0.018783458218105495,standing,0.059402745816224505,0.048825944753702055,0.08989145967049977,9.83579516024151,standing,100.0,normal
1746662371.587803,0,0,standing,0.059402745816224505,0.04639170300663378,0.033145765444378694,9.889193207289672,standing,100.0,normal
1746662371.697829,0,0,standing,0.059402745816224505,0.06541825848546673,-0.01805124058528726,9.832419729271603,standing,100.0,normal
1746662371.8096476,0,0,standing,0.059402745816224505,0.05052525618839157,0.012163084229635898,9.848244893438705,standing,100.0,normal
1746662371.9196625,0,0,standing,0.059402745816224505,-0.048620855283423664,0.008325505112707535,9.717909514345683,standing,100.0,normal
1746662372.0306911,0,0,standing,0.059402745816224505,0.05214176199515716,0.0014841967465279576,9.799627782909367,standing,100.0,normal
1746662372.1409,0,0,standing,0.059402745816224505,0.05188882847104767,-0.07897076989680685,9.855301154603271,standing,100.0,normal
1746662372.2519295,0,0.046479988357548324,standing,0.06405074465197934,-0.08339409534287151,-0.04273104905939884,9.885165277303189,standing,100.0,normal
1746662372.3629575,0,0.12174916196936808,standing,0.07622566084891615,-0.01394631591247486,0.049530484738573605,9.86951647310829,standing,100.0,normal
1746662372.4739285,0,0.21700250776255053,standing,0.0979259116251712,-0.03164928351762718,-0.01087554170822351,9.833430002563825,standing,100.0,normal
1746662372.585951,0,0.27157610311219804,standing,0.125083521936391,0.04230532407695914,0.02900777303271604,9.880112585225197,standing,100.0,normal
1746662372.6992855,0,0.3464859729692174,standing,0.15973211923331274,-0.09894651059928189,-0.042864775905688074,9.732973564537033,standing,100.0,normal
1746662372.8093114,0,0.2749625691671064,standing,0.18722837615002338,-0.03301046183959104,0.015955706527295638,9.855291549556878,standing,100.0,normal
1746662372.9213574,0,0.22721001346842098,standing,0.20994937749686549,0.06017980221737823,-0.04128496836960652,9.839395767548663,standing,100.0,normal
1746662373.033383,0,0.20587571921312026,standing,0.2305369494181775,0.07584925516938806,-0.07663535417073641,9.873580652271327,standing,100.0,normal
1746662373.1450107,0,0.30516792256861347,standing,0.26105374167503886,0.04318564623501259,-0.030436595553250137,9.807757013805437,standing,100.0,normal
1746662373.256036,0,0.35070252445092837,standing,0.2961239941201317,-9.897201437134018e-05,-0.090497498802734,9.740342534436797,standing,100.0,normal
1746662373.3680634,0,0.2523876081900056,standing,0.32136275493913224,-0.040801091957804375,0.07550080333869094,9.853329465710408,standing,100.0,normal
1746662373.4787652,0,0.3162464167221024,standing,0.3529873966113425,-0.03891905917416483,-0.030118764248161248,9.715449966210647,standing,100.0,normal
1746662373.5880609,0,0.29229439613040076,standing,0.3822168362243826,-0.09427331567908484,-0.025543288580932688,9.849521771054052,standing,100.0,normal
1746662373.6990886,0,0.32259138448637503,standing,0.41447597467302005,-0.02179157496691593,-0.0015466354881802369,9.908807837509592,standing,100.0,normal
1746662373.8098135,0,0.3398871082949203,standing,0.44846468550251206,-0.005966640861163983,-0.010834789642948636,9.799645398507256,standing,100.0,normal
1746662373.92184,0,0.3233884634155197,standing,0.48080353184406405,0.04596565302201569,-0.06934805429631073,9.871433814501845,standing,100.0,normal
1746662374.0334394,0,0.35688755504499653,standing,0.5164922873485637,-0.08839525523811949,0.04322163879496943,9.717861550700604,standing,100.0,normal
1746662374.1444688,0,0.3800168404646832,standing,0.554493971395032,-0.09966716486761779,0.020474166504893754,9.89126772948392,standing,100.0,normal
1746662374.2584314,0,0.4437070520114862,standing,0.5988646765961806,-0.08588350601343527,0.05924215909572714,9.798665359807144,standing,100.0,normal
1746662374.3674562,0,0.4872417405465213,standing,0.6475888506508327,0.08584237128051772,-0.021914132301539047,9.796104784472254,standing,100.0,normal
1746662374.4791596,0,0.5188519681016036,standing,0.6994740474609931,0.07827738657672784,-0.06331751670407922,9.79157789165279,standing,100.0,normal
1746662374.5901854,0,0.5195658570060248,standing,0.7514306331615955,-0.06941099234311184,-0.03114106210918166,9.725757784981955,standing,100.0,normal
1746662374.7033627,0,0.527216900479883,standing,0.8041523232095839,-0.056627956813063055,0.01101709694405388,9.785152903019922,standing,100.0,normal
1746662374.8123884,0,0.5347268892457923,standing,0.8576250121341631,0.02525444111365882,0.07087666428982128,9.8141677288113,standing,100.0,normal
1746662374.9251041,0,0.5444414454610261,standing,0.9120691566802657,-0.042469532986611096,0.009539658558409728,9.87098126472702,standing,100.0,normal
1746662375.0351295,0,0.5068242447713256,standing,0.9627515811573982,0.08803213506102692,0.03615674837372279,9.89230445487555,standing,100.0,normal
1746662375.145293,0,0.42579023545924577,standing,1.0053306047033228,0.07217778189273052,-0.04601339673448934,9.719184760354283,standing,100.0,normal
1746662375.2573214,0,0.47672362803509755,standing,1.0530029675068326,0.03336639443015646,0.017288642005206634,9.71490803213123,standing,100.0,normal
1746662375.3682642,0,0.5689017302990426,standing,1.109893140536737,0.027461059615022376,0.0015800224606779267,9.773827975402218,standing,100.0,normal
1746662375.480302,0,0.4827867922189371,standing,1.1581718197586306,0.036225422207723124,0.01275424483462144,9.768658137061223,standing,100.0,normal
1746662375.591347,0,0.49519032552304953,standing,1.2076908523109355,0.01609967899904001,-0.029474137956550656,9.741689952505876,standing,100.0,normal
1746662375.7026834,0,0.4313967315303049,standing,1.250830525463966,0.04083141868833662,0.058605316108246014,9.754173492360643,standing,100.0,normal
1746662375.81164,0,0.5149001838299332,standing,1.3023205438469594,-0.004545566682825283,-0.04082974342044341,9.759163177707293,standing,100.0,normal
1746662375.92356,0,0.5298440408395205,standing,1.3553049479309114,-0.06420301982805124,0.0955115620100902,9.815907602675777,standing,100.0,normal
1746662376.033168,0,0.6051284176293246,standing,1.4158177896938438,-0.027292505085895313,-0.05631344965413674,9.878682889376119,standing,100.0,normal
1746662376.1425893,0,0.5974983854103707,standing,1.4755676282348809,-0.06427594303078815,0.023323279623423482,9.906438848510465,standing,100.0,normal
1746662376.2536435,0,0.680626739303303,standing,1.5436303021652111,-0.09132269511700566,0.03981871115061125,9.863194724991969,standing,100.0,normal
1746662376.3665974,0,0.6195337511469233,standing,1.6055836772799035,0.08607699754656212,-0.0917307048265125,9.799531446254388,standing,100.0,normal
1746662376.4726222,0,0.6246331159009293,standing,1.6680469888699965,0.05515914245575124,-0.038355635035047624,9.763910500172925,standing,100.0,normal
1746662376.5871801,0,0.5765187379062187,standing,1.7256988626606184,-0.04350334320846286,0.08046805707260932,9.828870090186712,standing,100.0,normal
1746662376.6942053,0,0.5707402376120865,standing,1.782772886421827,-0.01759170201896336,-0.07613320112425703,9.775679022642167,standing,100.0,normal
1746662376.8095329,0,0.48519543960686273,standing,1.8312924303825133,-0.029497457079650236,-0.09856551026521283,9.835637683701837,standing,100.0,normal
1746662376.9155574,0,0.4205847967549887,standing,1.8733509100580121,-0.06689349729756494,0.08188047607918561,9.806747129790807,standing,100.0,normal
1746662377.0289552,0,0.5112546716595244,standing,1.9244763772239646,0.017440489407477264,-0.0868557865579355,9.748360646004977,standing,100.0,normal
1746662377.1379805,0,0.46257730478463144,standing,1.9707341077024276,-0.07340581913165074,-0.06669498580242202,9.890448536645616,standing,100.0,normal
