timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
51199.0,0.256226,-0.975098,-0.11438,5.676269,-2.502441,1.037598,-1.0,-3.0,-32.0
51230.0,0.245117,-0.96814,-0.113525,6.286621,-0.915527,1.953125,-1.0,-3.0,-32.0
51264.0,0.263428,-0.974609,-0.130493,6.591796,3.173828,2.807617,-1.0,-4.0,-37.0
51296.0,0.280273,-0.969971,-0.129639,4.272461,2.197266,-0.366211,-1.0,-4.0,-37.0
51328.0,0.257935,-0.978149,-0.139893,2.563476,2.075195,-5.615234,-1.0,-4.0,-37.0
51364.0,0.339844,-0.979004,-0.158569,-0.549316,-0.976562,-18.493652,-4.0,-3.0,-35.0
51397.0,0.273682,-0.974976,-0.180664,-3.417969,-1.098633,-42.66357,-4.0,-3.0,-35.0
51430.0,0.356079,-0.953979,-0.139404,-3.112793,8.300781,-77.209473,-4.0,-3.0,-35.0
51464.0,0.357666,-0.861694,-0.165649,-4.516602,-10.437011,-108.5205,-1.0,-1.0,-39.0
51497.0,0.011963,-1.022339,-0.107666,-2.929687,-15.441894,-105.224602,-1.0,-1.0,-39.0
51529.0,0.046021,-0.983521,-0.104004,-3.723144,12.634276,-103.088371,-1.0,-1.0,-39.0
51561.0,0.010254,-0.909058,-0.083008,-16.662598,28.930662,-118.164055,-1.0,0.0,-43.0
51592.0,-0.041748,-1.018921,-0.123047,-5.859375,-20.446775,-88.134758,-1.0,0.0,-43.0
51623.0,-0.257324,-1.001465,-0.167847,-5.92041,-25.817869,-81.787102,-1.0,0.0,-43.0
51655.0,-0.28064,-0.924194,-0.051636,-2.807617,3.234863,-54.199215,-1.0,1.0,-38.0
51686.0,-0.45874,-1.061401,0.005493,0.610352,0.305176,-27.038572,-1.0,1.0,-38.0
51723.0,-0.279907,-1.040405,-0.143555,16.906738,29.113768,46.752926,-1.0,1.0,-38.0
51755.0,-0.472778,-1.277588,-0.044556,32.714844,32.104492,116.760246,-3.0,2.0,-42.0
51788.0,-0.173584,-3.154175,0.096924,59.020992,76.782227,195.068344,-3.0,2.0,-42.0
51821.0,1.992188,-2.635864,-0.253174,-23.254393,55.236813,171.203598,-3.0,2.0,-42.0
51855.0,-3.78894,-2.20813,-2.206055,64.331055,-13.122558,-112.18261,-1.0,5.0,-35.0
51888.0,-1.742554,-3.57251,-1.217896,-40.64941,131.835937,-458.129852,-1.0,5.0,-35.0
51919.0,0.966675,-2.885132,-0.747803,-32.897949,161.865219,-505.371063,-1.0,5.0,-35.0
51952.0,3.196167,-0.327271,0.192383,-53.222652,-38.513184,-463.317841,8.0,19.0,-32.0
51984.0,4.0,2.27063,0.893799,33.325195,-49.255367,-309.082031,8.0,19.0,-32.0
52016.0,3.8927,1.937134,1.322632,35.400391,-63.232418,60.18066,8.0,19.0,-32.0
52047.0,2.589355,0.870117,0.804321,-5.615234,-39.123535,328.796356,8.0,14.0,-35.0
52078.0,0.805054,-1.160034,-0.139282,27.038572,34.912109,507.751434,8.0,14.0,-35.0
52112.0,-1.038208,-3.999878,-0.416016,-13.549804,32.226562,393.737762,8.0,14.0,-35.0
52145.0,-1.991089,-1.629517,-0.470947,-13.793944,-174.682602,215.02684,-1.0,3.0,-35.0
52178.0,-0.223511,-3.999878,0.289307,68.603516,-150.268555,-91.491692,-1.0,3.0,-35.0
52211.0,0.91687,0.21521,-1.723389,-5.493164,-43.273922,-129.943848,-1.0,3.0,-35.0
52244.0,0.158325,-3.984375,1.196655,-73.608398,2.685547,1.586914,-1.0,4.0,-38.0
52276.0,-1.242554,0.901855,0.340454,-117.248528,9.94873,-267.883301,-1.0,4.0,-38.0
52308.0,-0.392334,-1.040405,-0.14978,15.747069,-9.765625,59.448238,-1.0,4.0,-38.0
52343.0,-0.24646,-1.43811,-0.055298,-1.586914,19.104004,-2.258301,-2.0,0.0,-38.0
52374.0,-0.59729,-0.854858,-0.204834,48.33984,11.901855,105.895988,-2.0,0.0,-38.0
52405.0,-0.469238,-2.393066,-0.116943,84.228508,78.979492,173.889145,-2.0,0.0,-38.0
52437.0,0.93689,-3.337646,0.707397,38.146973,114.929192,169.677719,0.0,4.0,-36.0
52467.0,-1.137451,-1.734985,-1.720581,10.620116,-83.618156,102.172844,0.0,4.0,-36.0
52498.0,-3.766602,-3.441284,-1.754517,5.432128,-22.460936,-260.925293,0.0,4.0,-36.0
52529.0,-0.933838,-3.936523,-1.42395,-41.076656,202.026352,-502.25827,0.0,4.0,-36.0
52562.0,3.08606,-0.944824,-0.060547,-78.00293,23.010252,-474.304169,5.0,15.0,-38.0
52595.0,4.0,3.008911,0.834229,-25.146482,-80.383293,-374.023407,5.0,15.0,-38.0
52627.0,3.943359,2.133667,1.219482,56.27441,-71.105957,0.671387,5.0,15.0,-38.0
52660.0,2.600952,0.809814,0.663574,44.982906,22.3999,346.435516,8.0,11.0,-37.0
52693.0,0.628296,-0.873901,0.106689,17.822266,93.811028,502.502411,8.0,11.0,-37.0
52725.0,-0.907715,-3.939087,-0.481934,-17.578125,59.631344,407.470673,8.0,11.0,-37.0
52758.0,-2.092041,-0.588013,-0.633057,-69.885254,-153.259277,179.138168,-3.0,9.0,-39.0
52793.0,-2.9021,-2.299561,-1.034546,166.198715,-100.708,-74.157715,-3.0,9.0,-39.0
52826.0,2.303955,0.799072,-0.542603,-191.406235,148.55957,-133.666992,-3.0,9.0,-39.0
52859.0,-0.368652,-2.236938,-1.381226,48.33984,-149.169922,-72.509766,1.0,4.0,-38.0
52892.0,-0.198608,-2.620117,0.774902,-142.700195,27.709959,-155.212402,1.0,4.0,-38.0
52925.0,-0.088745,-1.187744,0.236816,39.306641,-1.220703,-69.519043,1.0,4.0,-38.0
52957.0,-0.485474,-1.345459,-0.021606,42.785641,-19.775391,123.229973,-3.0,4.0,-37.0
52990.0,-0.499146,-1.014771,-0.294678,41.992184,6.04248,63.659664,-3.0,4.0,-37.0
53022.0,-0.444458,-2.41687,0.005859,147.888184,105.468742,182.983383,-3.0,4.0,-37.0
53056.0,0.976074,-2.554443,0.601929,33.02002,112.609856,132.629395,0.0,7.0,-36.0
53087.0,-1.779053,-1.580444,-1.407715,17.63916,-98.083488,120.971672,0.0,7.0,-36.0
53121.0,-3.836182,-3.829468,-1.841675,-60.05859,15.99121,-361.938446,0.0,7.0,-36.0
53154.0,-0.847656,-3.773193,-1.322144,-26.977537,162.963852,-521.911621,0.0,15.0,-33.0
53185.0,2.203125,-1.619873,0.217773,-53.894039,86.120598,-546.569824,0.0,15.0,-33.0
53216.0,4.0,1.441895,1.171875,-54.687496,-95.153801,-506.896942,0.0,15.0,-33.0
53247.0,3.964844,3.612427,1.712646,-27.648924,-61.645504,-222.83934,15.0,16.0,-29.0
53278.0,4.0,1.072388,1.106689,-20.996092,4.455566,443.725555,15.0,16.0,-29.0
53309.0,2.387207,-0.722534,-0.358032,-100.769035,91.247551,659.179626,15.0,16.0,-29.0
53341.0,-0.864136,-3.999878,-0.488159,18.188477,87.585442,561.279297,-1.0,13.0,-31.0
53372.0,-2.121216,-2.908691,-1.285278,146.240234,-280.029297,220.82518,-1.0,13.0,-31.0
53403.0,-3.375854,-1.703003,-1.296997,89.904778,-115.783684,92.224113,-1.0,13.0,-31.0
53435.0,2.911987,-2.978882,0.491211,-37.658691,131.530762,-143.005371,0.0,4.0,-35.0
53466.0,-1.392578,-1.089355,-0.350586,-37.658691,-43.395992,-69.885254,0.0,4.0,-35.0
53497.0,-0.11377,-0.610229,-1.161743,-109.191887,-6.286621,-208.007797,0.0,4.0,-35.0
53529.0,-0.980347,-0.264038,0.957886,-5.554199,67.199707,-58.654781,-1.0,4.0,-34.0
53560.0,-0.172852,-1.291504,-0.171631,36.865234,-52.978512,130.92041,-1.0,4.0,-34.0
53591.0,-0.496216,-0.818359,-0.074585,-7.507324,7.690429,-23.132322,-1.0,4.0,-34.0
53623.0,-0.322144,-1.37085,-0.192627,71.105957,8.422852,140.136719,-1.0,0.0,-38.0
53654.0,-0.608398,-2.039185,0.061401,65.673828,39.916992,145.446777,-1.0,0.0,-38.0
53684.0,1.066528,-3.845093,0.501343,79.467773,92.712395,201.29393,-1.0,0.0,-38.0
53715.0,-0.680664,-0.91394,-1.877808,7.141113,-85.510246,139.038086,-2.0,4.0,-36.0
53746.0,-3.675415,-3.306519,-1.68689,46.630856,33.02002,-221.984848,-2.0,4.0,-36.0
53776.0,-1.489746,-3.999878,-1.268311,-24.902342,202.453598,-496.520966,-2.0,4.0,-36.0
53807.0,0.348877,-3.726929,-0.899292,-64.819336,122.802727,-579.040527,-2.0,4.0,-36.0
53838.0,3.693115,-0.956787,0.185547,-60.546871,-81.17675,-511.718719,12.0,18.0,-28.0
53869.0,4.0,2.997803,1.47583,-3.173828,-29.663084,-354.614227,12.0,18.0,-28.0
53899.0,3.988281,2.72644,2.087402,5.798339,-35.339355,222.778305,12.0,18.0,-28.0
53931.0,3.885864,0.817383,1.202637,-136.71875,109.008781,572.143555,9.0,19.0,-32.0
53961.0,1.06543,-1.534302,0.024902,-218.505844,265.319824,750.915466,9.0,19.0,-32.0
53991.0,-0.996826,-3.869507,-0.910278,382.019012,-273.4375,419.311493,9.0,19.0,-32.0
54022.0,-3.999878,-2.102295,-1.633545,19.897461,-330.932587,93.566887,-1.0,0.0,-34.0
54053.0,-0.540161,-3.58728,0.171753,40.893551,63.903805,-105.957024,-1.0,0.0,-34.0
54083.0,1.737183,0.128662,-2.119263,-82.275383,63.354488,-90.454094,-1.0,0.0,-34.0
54114.0,-0.457153,-2.670532,0.500122,-42.236324,-59.020992,-101.867668,-2.0,7.0,-37.0
54145.0,-1.130981,-1.363159,-0.164917,-98.57177,91.369621,-62.561031,-2.0,7.0,-37.0
54176.0,0.082397,-0.374268,0.308105,64.025879,-8.056641,-46.936031,-2.0,7.0,-37.0
54207.0,-0.995728,-1.315674,0.029419,59.570309,-50.659176,139.892578,-4.0,1.0,-38.0
54239.0,-0.508301,-1.734741,-0.320068,104.37011,43.212887,110.351555,-4.0,1.0,-38.0
54270.0,-0.339844,-2.678345,0.759644,68.481445,76.416016,162.10936,-4.0,1.0,-38.0
54300.0,1.607544,-2.625732,-0.162964,5.798339,-61.401363,201.538071,-4.0,1.0,-38.0
54331.0,-3.293823,-2.333984,-2.402832,18.737793,-78.430176,-80.688469,-1.0,1.0,-33.0
54362.0,-2.425049,-3.831299,-1.483521,-22.644041,171.386703,-404.785126,-1.0,1.0,-33.0
54393.0,-0.492187,-3.928467,-0.858643,-29.296873,207.519516,-556.396484,-1.0,1.0,-33.0
54425.0,2.429077,-2.247437,0.054932,-65.917969,48.156734,-585.81543,9.0,19.0,-31.0
54456.0,4.0,2.219482,1.437134,-37.353516,-71.472168,-486.572235,9.0,19.0,-31.0
54486.0,3.963013,3.103638,2.025024,-25.756834,-86.364738,73.547363,9.0,19.0,-31.0
54517.0,4.0,0.92041,1.184448,-64.147949,21.301268,500.305145,14.0,13.0,-34.0
54548.0,2.971313,-0.928467,-0.151855,-60.05859,91.552727,756.835876,14.0,13.0,-34.0
54578.0,-1.037964,-3.999878,-0.878052,6.713867,34.729004,623.901367,14.0,13.0,-34.0
54609.0,-3.407227,-2.876587,-1.230103,87.036125,-289.550781,262.451172,-5.0,4.0,-36.0
54640.0,-3.523071,-1.612183,-1.099121,53.100582,-118.774406,42.480465,-5.0,4.0,-36.0
54671.0,3.241943,-3.166016,0.345337,-55.725094,68.237305,-233.459457,-5.0,4.0,-36.0
54702.0,-1.826538,-0.08606,-1.340698,-10.681151,-91.857903,-149.475098,-2.0,0.0,-39.0
54733.0,0.304932,-2.216064,0.872925,-75.744629,121.948235,-13.671874,-2.0,0.0,-39.0
54763.0,-1.580322,0.539551,-0.395386,-78.674316,80.627434,-33.569336,-2.0,0.0,-39.0
54793.0,0.346924,-1.106445,0.279175,40.100098,60.791012,-212.036118,-2.0,0.0,-39.0
54824.0,-0.681152,-0.924316,-0.193726,57.373043,-67.199707,157.836914,-1.0,8.0,-32.0
54855.0,-0.290405,-1.039917,-0.138062,-47.119137,23.864744,-34.545898,-1.0,8.0,-32.0
54886.0,-0.422729,-0.653198,0.181763,40.588375,-6.774902,84.411613,-1.0,8.0,-32.0
54918.0,-0.203735,-1.165771,-0.107544,3.234863,-40.40527,69.213867,-2.0,3.0,-35.0
