Timestamp,Steps,Speed,Activity,Displacement
1746661466.5574162,0,0,standing,0.0
1746661466.6684427,0,0,standing,0.0
1746661466.7765563,0,0,standing,0.0
1746661466.885067,0,0.02744272459507896,standing,0.002744272459507896
1746661466.9951355,0,0.12107578620905635,standing,0.014851851080413531
1746661467.1064,0,0.12867970609832793,standing,0.027719821690246324
1746661467.2154331,0,0.1697276354041708,standing,0.044692585230663405
1746661467.3225603,0,0.1596406343214045,standing,0.060656648662803854
1746661467.4308074,0,0.2550328506902948,standing,0.08615993373183334
1746661467.5398192,0,0.3419551079202997,standing,0.12035544452386332
1746661467.651835,0,0.2719289396268005,standing,0.14754833848654336
1746661467.7628446,0,0.26694100354799055,standing,0.1742424388413424
1746661467.872992,0,0.34052959315683606,standing,0.20829539815702602
1746661467.9814558,0,0.39886534037654603,standing,0.24818193219468063
1746661468.0914323,0,0.3379204053591915,standing,0.28197397273059976
1746661468.2038064,0,0.3046691287337311,standing,0.3124408856039729
1746661468.3119054,0,0.27407199662252535,standing,0.3398480852662254
1746661468.4229963,0,0.2225986336633783,standing,0.36210794863256324
1746661468.5344,0,0.226342152234894,standing,0.38474216385605264
1746661468.6442986,0,0.14744876897391193,standing,0.3994870407534438
1746661468.7552576,0,0.17065722559531907,standing,0.41655276331297575
1746661468.8671145,0,0.15612873012047418,standing,0.43216563632502314
1746661468.9779375,0,0.12444519053100903,standing,0.44461015537812404
1746661469.0890656,0,0.20841714787778318,standing,0.46545187016590234
1746661469.1990047,0,0.15691872536422835,standing,0.4811437427023252
1746661469.309531,0,0.15946526506195133,standing,0.49709026920852034
1746661469.4193568,0,0.10202361740850982,standing,0.5072926309493713
1746661469.5285437,0,0.06879057341696457,standing,0.5141716882910677
1746661469.6380239,0,0.011300163368492745,standing,0.515301704627917
1746661469.7495265,0,0.09490911342795655,standing,0.5247926159707127
1746661469.8591003,0,0.17704777995400806,standing,0.5424973939661135
1746661469.968783,0,0.19845949755457507,standing,0.562343343721571
1746661470.0779471,0,0.14128175679595265,standing,0.5764715194011663
1746661470.1887634,0,0.22607842405826714,standing,0.599079361806993
1746661470.29658,0,0.20976599955124306,standing,0.6200559617621173
1746661470.4076414,0,0.19503907011048083,standing,0.6395598687731654
1746661470.5208879,0,0.2249946786177816,standing,0.6620593366349435
1746661470.6290755,0,0.20989717301025093,standing,0.6830490539359686
1746661470.738455,0,0.21008164696615966,standing,0.7040572186325845
1746661470.8494256,0,0.26377026593847447,standing,0.730434245226432
1746661470.9577327,0,0.3087981838182048,standing,0.7613140636082525
1746661471.0671382,0,0.3076343752250002,standing,0.7920775011307525
1746661471.177095,0,0.3592000265449233,standing,0.8279975037852448
1746661471.2881484,0,0.43677276940792165,standing,0.871674780726037
1746661471.4001741,0,0.3515868324198739,standing,0.9068334639680243
1746661471.5097764,0,0.4248204306652986,standing,0.9493155070345543
1746661471.6182761,0,0.3445419695652342,standing,0.9837697039910777
1746661471.7292926,0,0.42430983909598396,standing,1.026200687900676
1746661471.8377845,0,0.34115164317419017,standing,1.060315852218095
1746661471.947315,0,0.4095523390555847,standing,1.1012710861236537
1746661472.057028,0,0.5003114333377026,standing,1.151302229457424
1746661472.1663408,0,0.5003441426489995,standing,1.2013366437223238
1746661472.2763488,0,0.47639569233020784,standing,1.2489762129553446
1746661472.38706,0,0.41029167518296483,standing,1.290005380473641
1746661472.4983606,0,0.4353667087179851,standing,1.3335420513454397
1746661472.6091821,0,0.44773363000590777,standing,1.3783154143460306
1746661472.7180068,0,0.34844993846881256,standing,1.4131604081929119
1746661472.8288884,0,0.38068982896972847,standing,1.4512293910898848
1746661472.937867,0,0.3855836444529225,standing,1.489787755535177
1746661473.0493937,0,0.42875560440183313,standing,1.5326633159753604
1746661473.1584675,0,0.4251394527718362,standing,1.575177261252544
1746661473.2679744,0,0.4590920588794315,standing,1.6210864671404872
1746661473.377359,0,0.4105827162248572,standing,1.6621447387629729
1746661473.4874341,0,0.47437846238029757,standing,1.7095825850010027
1746661473.5994267,0,0.4528350351277685,standing,1.7548660885137795
1746661473.7095084,0,0.5368102664464653,standing,1.808547115158426
1746661473.8215227,0,0.4673424063439302,standing,1.855281355792819
1746661473.9315362,0,0.38779974625575314,standing,1.8940613304183942
1746661474.0412955,0,0.43875707063426694,standing,1.937937037481821
1746661474.1522944,0,0.49002958663319296,standing,1.9869399961451404
1746661474.261671,0,0.5548232220073278,standing,2.042422318345873
1746661474.3710392,0,0.6410210473806167,standing,2.106524423083935
1746661474.4810169,0,0.5762751840576181,standing,2.164151941489697
1746661474.5907128,0,0.5195740896471442,standing,2.216109350454411
1746661474.7031257,0,0.43029830824757836,standing,2.259139181279169
1746661474.8117278,0,0.35590014803376535,standing,2.294729196082545
